loop,recall_10,SFS,num selected features,feature idx,n_neighbors
1,0.42857142857142855,SFS,6,"(0, 1, 2, 5, 6, 7)",9
2,0.7142857142857143,SFS,4,"(1, 3, 6, 7)",2
3,0.7,SFS,5,"(1, 2, 3, 6, 7)",2
4,0.5285714285714286,SFS,3,"(3, 6, 7)",1
5,0.5285714285714286,SFS,6,"(0, 1, 3, 4, 6, 7)",3
6,0.6285714285714286,SFS,2,"(3, 6)",5
7,0.5857142857142856,SFS,4,"(1, 3, 6, 7)",5
8,0.5,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",8
9,0.5142857142857143,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",5
10,0.5,SFS,6,"(1, 2, 3, 5, 6, 7)",8
11,0.5428571428571428,SFS,6,"(1, 2, 3, 5, 6, 7)",5
12,0.5142857142857143,SFS,4,"(0, 1, 6, 7)",9
13,0.6428571428571427,SFS,3,"(3, 6, 7)",4
14,0.35714285714285715,SFS,1,"(3,)",3
15,0.5857142857142856,SFS,6,"(1, 2, 3, 4, 6, 7)",1
16,0.6285714285714287,SFS,2,"(3, 6)",6
17,0.7,SFS,5,"(1, 2, 3, 6, 7)",2
18,0.5285714285714286,SFS,3,"(3, 6, 7)",1
19,0.5571428571428572,SFS,3,"(3, 6, 7)",3
20,0.5,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",8
