loop,precision_4,SFS,num selected features,feature idx,n_neighbors
1,0.7091428571428572,SFS,1,"(0,)",6
2,0.4609523809523809,SBS,1,"(7,)",6
3,0.9130392156862746,SBS,2,"(4, 5)",7
4,0.8341632928475035,SFS,4,"(0, 1, 2, 4)",4
5,0.8805128205128205,SFS,2,"(0, 4)",4
6,0.7000335775335775,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",6
7,0.7157049486461251,SFS,1,"(0,)",4
8,0.721484126984127,SFS,6,"(0, 2, 3, 4, 5, 6)",6
9,0.6349019607843138,SFS,1,"(0,)",3
10,0.7329239766081871,SFS,5,"(0, 1, 2, 4, 6)",7
11,0.7980392156862745,SBS,7,"(0, 1, 3, 4, 5, 6, 7)",2
12,0.718008650388513,SFS,6,"(0, 1, 2, 4, 6, 7)",5
13,0.8437535014005603,SBS,5,"(3, 4, 5, 6, 7)",2
14,0.85359477124183,SBS,6,"(1, 3, 4, 5, 6, 7)",3
15,0.9400000000000001,SFS,6,"(0, 1, 2, 4, 6, 7)",1
16,0.6638157894736842,SFS,1,"(0,)",8
17,0.721484126984127,SFS,6,"(0, 2, 3, 4, 5, 6)",6
18,0.9366666666666668,SBS,3,"(4, 5, 7)",5
19,0.9088888888888889,SBS,7,"(0, 1, 2, 4, 5, 6, 7)",1
20,0.8328851540616247,SFS,6,"(0, 1, 2, 4, 5, 6)",2
