loop,recall_14,SFS,num selected features,feature idx,n_neighbors
1,0.8428571428571431,SFS,6,"(0, 1, 2, 4, 5, 6)",3
2,0.7285714285714285,SFS,3,"(0, 4, 7)",6
3,0.3714285714285714,SFS,1,"(7,)",7
4,0.8428571428571431,SFS,5,"(0, 1, 2, 4, 5)",3
5,0.8142857142857143,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",2
6,0.7285714285714285,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",8
7,0.8428571428571431,SFS,3,"(0, 4, 5)",3
8,0.8142857142857143,SFS,5,"(1, 2, 4, 5, 6)",5
9,0.7571428571428571,SFS,2,"(3, 4)",2
10,0.7285714285714285,SFS,6,"(0, 1, 4, 5, 6, 7)",8
11,0.7857142857142858,SFS,2,"(4, 5)",3
12,0.7571428571428571,SFS,5,"(0, 1, 4, 6, 7)",9
13,0.8,SFS,7,"(0, 1, 2, 4, 5, 6, 7)",5
14,0.7285714285714285,SFS,3,"(0, 4, 7)",6
15,0.2857142857142857,SFS,1,"(1,)",1
16,0.8285714285714286,SFS,3,"(1, 2, 5)",1
17,0.7428571428571428,SFS,6,"(0, 1, 4, 5, 6, 7)",9
18,0.7,SFS,4,"(1, 4, 6, 7)",8
19,0.8285714285714286,SFS,3,"(2, 4, 5)",5
20,0.8428571428571431,SFS,5,"(0, 1, 2, 4, 5)",3
