0,1,2,3,4,5
555635.5081967405,2.302585092994046,235.7192203017693,0.0,235.7192203017693,235.7192203017693
344454.51540627267,1.935318053192244,158.23265885737763,96.9942122580107,230.00000000559837,13.142248008765256
432241.98580855224,2.1593545264559877,198.6590839764342,61.30878350203406,252.99178933191428,81.03342224116909
784426.3155412949,2.191401378279809,272.52478394248243,64.59778394985996,370.6023184475264,227.02888949002175
1278849.908324034,2.1706453518843323,345.06511276414255,93.88854448479279,462.7226108342954,194.02609463604597
102806.47756259379,0.7289243712543204,51.39624003743137,87.40179784348898,226.19983572440935,7.695341115686876
709921.8768729814,2.2229957656624464,261.31064534665677,52.04742371925726,340.81439832030225,227.2376083579516
554403.7515646002,2.301278375768984,235.38130706569876,6.0012865706642184,248.27632150798973,230.00000000559837
329437.63347007683,2.2302207761293795,178.32353059946334,33.83019038595477,230.00000000559837,156.17647228254833
517417.68076956115,2.3025850929940455,227.46816937091685,0.0,227.46816937091685,227.46816937091685
618493.6782429226,2.302585092994046,248.69533132789655,2.842170943040401e-14,248.69533132789658,248.69533132789658
601784.1460424497,2.2224210826210244,240.82770243813087,46.69509977091899,372.8499815661454,182.78599408622372
102531.25940588719,0.7946686502612512,56.21124464089213,84.22245494231626,224.65615452552467,14.100017169734004
774726.2976939416,2.271080761583862,276.15374225306743,34.810061893374034,326.07631539760587,236.4939876033173
360922.59525687335,2.0079363838669035,167.9482833930289,88.8010902580717,224.8318263719906,11.570507870868548
221115.77149865517,1.9340324291926487,135.83145660981273,60.50944178491547,263.8566865822435,89.01595660838903
424162.3617849641,2.251964627624256,203.32757089144337,32.77400027279967,260.36681352029865,157.89086425354054
278862.1818341717,2.131149408041773,160.12019887256355,47.41033744267035,252.0476364717957,115.62823014479176
159192.04402328382,1.2166958589080155,77.35535689568314,99.67624171220476,226.1925173757739,3.31612168450558
428826.8534564146,2.3025850929940455,207.08134958426712,2.842170943040401e-14,207.08134958426714,207.08134958426714
117882.59104685063,0.8822799022435829,65.31915754080948,86.72754327688509,242.947047294889,20.119875752854057
515170.652066444,2.302585092994046,226.97371038656524,0.0,226.97371038656524,226.97371038656524
155676.86346520903,1.7644589727557554,109.16762681109792,60.41618659725023,230.00000000559837,78.95953351247279
515402.4940114242,2.3025850929940455,227.0247770644042,0.0,227.0247770644042,227.0247770644042
556419.8082452542,2.2765527397548446,234.31609226327328,27.165230184827223,266.5070479971684,193.07222634676896
351414.0902637279,1.9455150022496182,157.65414173733643,101.42278156034092,226.1316619039935,2.873602576092552
550196.3905952336,2.2726441068443424,232.7721400702288,28.926974723416194,268.29321828332957,191.07231319539812
109407.6505603834,0.9568609227541037,61.95789786983323,84.27326947252999,224.74141538106636,12.029258938430246
702596.3735307636,2.2928184264678872,264.3913981795996,18.889836466015037,273.83631641260706,226.61172524756947
505071.3624518695,2.301247787505605,224.66237925555166,5.8267995007241735,230.00000000559837,212.71482830901414
501465.3572763043,2.300797528923441,223.83351873620117,6.71502924797114,230.00000000559837,210.14845964634804
550022.9212117781,2.3007861902465954,234.42148858332493,6.989836303939597,251.1005538782436,228.48421654737672
