loop,f1_score_17,SFS,num selected features,feature idx,n_neighbors
1,0.9644955300127714,SFS,6,"(0, 2, 3, 4, 5, 7)",9
2,0.8226364662404707,SFS,1,"(7,)",5
3,0.8361575302092543,SFS,1,"(7,)",7
4,0.9806451612903226,SFS,2,"(4, 7)",7
5,0.993103448275862,SFS,2,"(5, 7)",6
6,0.993103448275862,SFS,6,"(0, 1, 2, 4, 5, 7)",1
7,0.9857142857142858,SFS,4,"(3, 4, 5, 7)",4
8,0.9806451612903226,SFS,3,"(4, 5, 7)",7
9,0.9806451612903226,SFS,3,"(4, 5, 7)",9
10,0.9866666666666667,SFS,4,"(0, 4, 5, 7)",5
11,0.9486365486365486,SFS,7,"(0, 1, 2, 3, 4, 5, 7)",9
12,0.993103448275862,SFS,4,"(0, 2, 4, 7)",1
13,0.9857142857142858,SFS,4,"(3, 4, 5, 7)",4
14,0.9925925925925926,SFS,4,"(1, 4, 5, 7)",2
15,0.993103448275862,SFS,3,"(4, 5, 7)",5
16,0.9806451612903226,SFS,3,"(4, 5, 7)",8
17,0.9737486095661847,SFS,5,"(0, 3, 4, 5, 7)",9
18,0.993103448275862,SFS,3,"(4, 5, 7)",5
19,0.7489743589743589,SFS,1,"(7,)",1
20,0.9806451612903226,SFS,3,"(4, 5, 7)",8
