loop,f1_score_2,SFS,num selected features,feature idx,n_neighbors
1,0.6049976030231871,SBS,6,"(0, 2, 3, 4, 6, 7)",8
2,0.7471564385468723,SBS,2,"(2, 4)",8
3,0.2809448329448329,SFS,1,"(0,)",1
4,0.6049976030231871,SBS,6,"(0, 2, 3, 4, 6, 7)",8
5,0.718407224958949,SFS,4,"(0, 2, 4, 7)",4
6,0.6558522167487685,SFS,2,"(4, 5)",9
7,0.7229382079215227,SBS,7,"(0, 2, 3, 4, 5, 6, 7)",1
8,0.8063990745998533,SBS,2,"(2, 4)",3
9,0.6182935344225667,SBS,4,"(0, 2, 4, 7)",8
10,0.6427480173210723,SFS,6,"(0, 1, 2, 3, 4, 6)",3
11,0.6928934948669293,SFS,5,"(0, 1, 2, 4, 6)",3
12,0.6777240896358543,SFS,6,"(0, 2, 3, 4, 5, 7)",4
13,0.30892307692307697,SFS,1,"(5,)",9
14,0.5839403875694199,SBS,7,"(0, 2, 3, 4, 5, 6, 7)",8
15,0.7229382079215227,SBS,7,"(0, 2, 3, 4, 5, 6, 7)",1
16,0.716903071573457,SFS,3,"(0, 2, 4)",6
17,0.376531387748898,SFS,1,"(0,)",3
18,0.716903071573457,SFS,3,"(0, 2, 4)",6
19,0.7431277056277057,SFS,5,"(0, 2, 4, 6, 7)",2
20,0.7288967237992725,SFS,2,"(0, 4)",7
