loop,precision_12,SFS,num selected features,feature idx,n_neighbors
1,0.96,SFS,3,"(0, 3, 6)",8
2,0.9733333333333334,SFS,6,"(0, 1, 2, 3, 6, 7)",3
3,0.96,SFS,6,"(0, 1, 2, 3, 6, 7)",5
4,0.9733333333333334,SFS,4,"(0, 1, 3, 7)",4
5,0.9483333333333335,SFS,7,"(0, 1, 2, 3, 4, 6, 7)",3
6,0.9733333333333334,SFS,4,"(0, 1, 3, 6)",3
7,0.9733333333333334,SFS,3,"(0, 1, 3)",3
8,0.9733333333333334,SFS,2,"(0, 3)",4
9,0.9466666666666667,SFS,7,"(0, 1, 2, 3, 5, 6, 7)",6
10,0.96,SFS,4,"(0, 1, 3, 6)",8
11,0.9866666666666667,SFS,2,"(2, 3)",2
12,0.96,SFS,4,"(0, 1, 2, 3)",5
13,0.96,SFS,2,"(0, 3)",6
14,0.96,SFS,6,"(0, 1, 2, 3, 6, 7)",5
15,0.7108150183150184,SFS,1,"(2,)",9
16,0.6207404360345536,SFS,1,"(0,)",1
17,0.9866666666666667,SFS,4,"(0, 1, 3, 6)",1
18,0.96,SFS,5,"(0, 1, 2, 3, 6)",7
19,0.6207404360345536,SFS,1,"(0,)",1
20,0.9600000000000002,SFS,5,"(0, 1, 3, 5, 7)",4
