loop,recall_17,SFS,num selected features,feature idx,n_neighbors
1,0.8428571428571429,SFS,1,"(7,)",5
2,1.0,SFS,5,"(0, 3, 4, 5, 7)",8
3,0.9,SFS,1,"(7,)",9
4,0.9714285714285715,SFS,2,"(4, 7)",2
5,0.9714285714285715,SFS,2,"(4, 7)",2
6,1.0,SFS,5,"(0, 2, 3, 4, 7)",6
7,0.9857142857142858,SFS,6,"(0, 2, 3, 4, 5, 7)",7
8,0.9714285714285715,SFS,3,"(0, 4, 7)",1
9,1.0,SFS,4,"(0, 3, 4, 7)",6
10,1.0,SFS,3,"(0, 4, 7)",7
11,1.0,SFS,4,"(0, 3, 4, 7)",6
12,1.0,SFS,3,"(0, 4, 7)",4
13,1.0,SFS,4,"(0, 3, 4, 7)",6
14,1.0,SFS,2,"(4, 7)",3
15,1.0,SFS,4,"(0, 3, 4, 7)",8
16,1.0,SFS,2,"(4, 7)",6
17,1.0,SFS,4,"(0, 3, 4, 7)",7
18,1.0,SFS,4,"(0, 3, 4, 7)",6
19,0.9857142857142858,SFS,5,"(0, 1, 3, 4, 7)",1
20,0.9571428571428571,SFS,7,"(0, 2, 3, 4, 5, 6, 7)",6
